old_url,old_path,classification,redirect_line,redirect_status,new_target,target_exists,action
"https://oztimberfloor.com.au/product-category/hybrid/aspire-classic-width/","/product-category/hybrid/aspire-classic-width/","close topical match","105","301","/ranges/aspire/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/aspire-super-width/","/product-category/hybrid/aspire-super-width/","close topical match","106","301","/ranges/aspire/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/easi-plank/","/product-category/hybrid/easi-plank/","close topical match","110","301","/ranges/easi-plank/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/etf-hybrid-spc-9mm/","/product-category/hybrid/etf-hybrid-spc-9mm/","close topical match","112","301","/ranges/etf-9-0mm-hybrid/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/hydroplank-wpc/","/product-category/hybrid/hydroplank-wpc/","close topical match","116","301","/ranges/hydroplank-wpc/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/luxury-hybrid/","/product-category/hybrid/luxury-hybrid/","close topical match","122","301","/ranges/luxury-hybrid/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/ornato-hybrid/","/product-category/hybrid/ornato-hybrid/","close topical match","124","301","/ranges/ornato-hybrid/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/stone-floor-marble/","/product-category/hybrid/stone-floor-marble/","close topical match","135","301","/ranges/stone-floor-tile/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/stone-floor-tile/","/product-category/hybrid/stone-floor-tile/","close topical match","136","301","/ranges/stone-floor-tile/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/stone-floor-timber/","/product-category/hybrid/stone-floor-timber/","close topical match","137","301","/ranges/stone-floor-timber/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/hybrid/storm-luxury-hybrid-planks/","/product-category/hybrid/storm-luxury-hybrid-planks/","close topical match","139","301","/ranges/storm-luxury/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/","/product-category/laminate/","close topical match","121","301","/laminate-flooring-sydney","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/infinite-laminate/","/product-category/laminate/infinite-laminate/","close topical match","117","301","/ranges/infinite/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/kronoswiss-aquastop-laminate-12mm/","/product-category/laminate/kronoswiss-aquastop-laminate-12mm/","close topical match","118","301","/ranges/kronoswiss-aquastop-laminate-12mm/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/kronoswiss-aquastop-laminate-14mm/","/product-category/laminate/kronoswiss-aquastop-laminate-14mm/","close topical match","119","301","/ranges/kronoswiss-aquastop-laminate-14mm/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/kronoswiss-aquastop-laminate-8mm/","/product-category/laminate/kronoswiss-aquastop-laminate-8mm/","close topical match","120","301","/ranges/kronoswiss-aquastop-laminate-8mm/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/oakleaf-laminate/","/product-category/laminate/oakleaf-laminate/","close topical match","123","301","/ranges/oakleaf-laminate/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/preference-classic-laminate/","/product-category/laminate/preference-classic-laminate/","close topical match","126","301","/ranges/classic-laminate/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/reflections-laminate/","/product-category/laminate/reflections-laminate/","close topical match","133","301","/ranges/reflections/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/swish-aquastop-laminate/","/product-category/laminate/swish-aquastop-laminate/","close topical match","140","301","/ranges/swish-laminate-aqua/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/swish-laminate/","/product-category/laminate/swish-laminate/","close topical match","141","301","/ranges/swish-laminate/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/villeroy-boch-aquastop-10mm/","/product-category/laminate/villeroy-boch-aquastop-10mm/","close topical match","145","301","/ranges/villeroy-boch-aquastop-10mm/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/villeroy-boch-aquastop-12mm/","/product-category/laminate/villeroy-boch-aquastop-12mm/","close topical match","146","301","/ranges/villeroy-boch-aquastop-12mm/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/laminate/villeroy-boch-aquastop-8mm/","/product-category/laminate/villeroy-boch-aquastop-8mm/","close topical match","147","301","/ranges/villeroy-boch-aquastop-8mm/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/solid-timber/","/product-category/solid-timber/","close topical match","134","301","/solid-timber-flooring-sydney","true","301 redirect"
"https://oztimberfloor.com.au/product-category/solid-timber/australian-raw-hardwood-timber/","/product-category/solid-timber/australian-raw-hardwood-timber/","close topical match","107","301","/ranges/solid/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/solid-timber/topdeck-pre-finished-solid-timber/","/product-category/solid-timber/topdeck-pre-finished-solid-timber/","close topical match","143","301","/ranges/solid/","true","301 redirect"
"https://oztimberfloor.com.au/product-category/uncategorized/","/product-category/uncategorized/","intentionally consolidated","102","410","/404.html","true","retired/gone"
"https://oztimberfloor.com.au/product-category/vinyl/","/product-category/vinyl/","close topical match","148","301","/vinyl-flooring-sydney","true","301 redirect"
"https://oztimberfloor.com.au/product-category/vinyl/ornato-vinyl/","/product-category/vinyl/ornato-vinyl/","close topical match","125","301","/ranges/ornato-vinyl/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-biarritz/","/product/artisan-biarritz/","close topical match","191","301","/products/artisan-biarritz/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-black-maquina/","/product/artisan-black-maquina/","close topical match","528","301","/products/artisan-black-maquina/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-brittany-grey/","/product/artisan-brittany-grey/","close topical match","201","301","/products/artisan-brittany-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-calacatta/","/product/artisan-calacatta/","close topical match","523","301","/products/artisan-tile-calacatta/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-calcatta/","/product/artisan-calcatta/","close topical match","2","301","/products/artisan-tile-calacatta/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-casper-white/","/product/artisan-casper-white/","close topical match","548","301","/products/artisan-casper-white/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-chanterelle/","/product/artisan-chanterelle/","close topical match","192","301","/products/artisan-chanterelle/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-chantilly/","/product/artisan-chantilly/","close topical match","193","301","/products/artisan-chantilly/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-cotton-wood/","/product/artisan-cotton-wood/","close topical match","190","301","/products/artisan-cotton-wood/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-crema-marfil/","/product/artisan-crema-marfil/","close topical match","529","301","/products/artisan-tile-crema-marfil/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-dover-grey/","/product/artisan-dover-grey/","close topical match","527","301","/products/artisan-dover-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-grema-marfil/","/product/artisan-grema-marfil/","close topical match","4","301","/products/artisan-tile-crema-marfil/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-grigio/","/product/artisan-grigio/","close topical match","524","301","/products/artisan-grigio/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-jasper-grey/","/product/artisan-jasper-grey/","close topical match","549","301","/products/artisan-jasper-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-madison/","/product/artisan-madison/","close topical match","547","301","/products/artisan-madison/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-monaco-brown/","/product/artisan-monaco-brown/","close topical match","525","301","/products/artisan-monaco-brown/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-montreux/","/product/artisan-montreux/","close topical match","200","301","/products/artisan-montreux/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-natural-classic/","/product/artisan-natural-classic/","close topical match","198","301","/products/artisan-natural-classic/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-naturalle/","/product/artisan-naturalle/","close topical match","194","301","/products/artisan-naturalle/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-oxford-grey/","/product/artisan-oxford-grey/","close topical match","195","301","/products/artisan-oxford-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-pietra-grey/","/product/artisan-pietra-grey/","close topical match","526","301","/products/artisan-pietra-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-provence/","/product/artisan-provence/","close topical match","196","301","/products/artisan-provence/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-romandie/","/product/artisan-romandie/","close topical match","199","301","/products/artisan-romandie/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-valley-beige/","/product/artisan-valley-beige/","close topical match","550","301","/products/artisan-valley-beige/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-volcano/","/product/artisan-volcano/","close topical match","530","301","/products/artisan-volcano/","true","301 redirect"
"https://oztimberfloor.com.au/product/artisan-woodlands/","/product/artisan-woodlands/","close topical match","197","301","/products/artisan-woodlands/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-barn-oak/","/product/aspire-barn-oak/","close topical match","189","301","/products/aspire-barn-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-buckskin/","/product/aspire-buckskin/","close topical match","188","301","/products/aspire-buckskin/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-coastal-blackbutt/","/product/aspire-coastal-blackbutt/","close topical match","179","301","/products/aspire-coastal-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-crystal-lake/","/product/aspire-crystal-lake/","close topical match","187","301","/products/aspire-crystal-lake/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-homstead/","/product/aspire-homstead/","close topical match","186","301","/products/aspire-homstead/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-new-england-blackbutt/","/product/aspire-new-england-blackbutt/","close topical match","178","301","/products/aspire-new-england-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-nsw-spotted-gum/","/product/aspire-nsw-spotted-gum/","close topical match","177","301","/products/aspire-nsw-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-pale-gorge/","/product/aspire-pale-gorge/","close topical match","185","301","/products/aspire-pale-gorge/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-qld-spotted-gum/","/product/aspire-qld-spotted-gum/","close topical match","176","301","/products/aspire-qld-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-silver-moon/","/product/aspire-silver-moon/","close topical match","184","301","/products/aspire-silver-moon/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-tempest/","/product/aspire-tempest/","close topical match","183","301","/products/aspire-tempest/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-tumbleweed/","/product/aspire-tumbleweed/","close topical match","182","301","/products/aspire-tumbleweed/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-twilight-mist/","/product/aspire-twilight-mist/","close topical match","181","301","/products/aspire-twilight-mist/","true","301 redirect"
"https://oztimberfloor.com.au/product/aspire-warm-spring/","/product/aspire-warm-spring/","close topical match","180","301","/products/aspire-warm-spring/","true","301 redirect"
"https://oztimberfloor.com.au/product/australian-blackbutt/","/product/australian-blackbutt/","close topical match","323","301","/products/australian-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/australian-spotted-gum/","/product/australian-spotted-gum/","close topical match","325","301","/products/australian-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/brushbox/","/product/brushbox/","close topical match","334","301","/products/brushbox/","true","301 redirect"
"https://oztimberfloor.com.au/product/cumaru-brazilian-teak/","/product/cumaru-brazilian-teak/","close topical match","336","301","/products/cumaru-brazilian-teak/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-antique/","/product/easi-plank-antique/","close topical match","299","301","/products/easi-plank-antique/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-blackbutt/","/product/easi-plank-blackbutt/","close topical match","300","301","/products/easi-plank-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-brown-stone/","/product/easi-plank-brown-stone/","close topical match","301","301","/products/easi-plank-brown-stone/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-ironwood/","/product/easi-plank-ironwood/","close topical match","302","301","/products/easi-plank-ironwood/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-jarrah/","/product/easi-plank-jarrah/","close topical match","303","301","/products/easi-plank-jarrah/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-maize/","/product/easi-plank-maize/","close topical match","304","301","/products/easi-plank-maize/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-pewter/","/product/easi-plank-pewter/","close topical match","305","301","/products/easi-plank-pewter/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-porcelain/","/product/easi-plank-porcelain/","close topical match","306","301","/products/easi-plank-porcelain/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-red-stone/","/product/easi-plank-red-stone/","close topical match","307","301","/products/easi-plank-red-stone/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-silver-grey/","/product/easi-plank-silver-grey/","close topical match","308","301","/products/easi-plank-silver-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-smoked-spotted-gum/","/product/easi-plank-smoked-spotted-gum/","close topical match","309","301","/products/easi-plank-smoked-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-spotted-gum/","/product/easi-plank-spotted-gum/","close topical match","310","301","/products/easi-plank-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-washed-coral/","/product/easi-plank-washed-coral/","close topical match","312","301","/products/easi-plank-washed-coral/","true","301 redirect"
"https://oztimberfloor.com.au/product/easi-plank-wheat/","/product/easi-plank-wheat/","close topical match","311","301","/products/easi-plank-wheat/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-american-hickory/","/product/eco-eco-elite-6mm-american-hickory/","close topical match","576","301","/products/elite-6-0-hybrid-american-hickory/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-clear-water-beach/","/product/eco-eco-elite-6mm-clear-water-beach/","close topical match","578","301","/products/elite-6-0-hybrid-clear-water-beach/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-coffee-berry/","/product/eco-eco-elite-6mm-coffee-berry/","close topical match","580","301","/products/elite-6-0-hybrid-coffee-berry/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-french-grey/","/product/eco-eco-elite-6mm-french-grey/","close topical match","582","301","/products/elite-6-0-hybrid-french-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-french-sand/","/product/eco-eco-elite-6mm-french-sand/","close topical match","584","301","/products/elite-6-0-hybrid-french-sand/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-fresco-oak/","/product/eco-eco-elite-6mm-fresco-oak/","close topical match","586","301","/products/elite-6-0-hybrid-fresco-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-miranda-beige/","/product/eco-eco-elite-6mm-miranda-beige/","close topical match","588","301","/products/elite-6-0-hybrid-miranda-beige/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-mont-blanc/","/product/eco-eco-elite-6mm-mont-blanc/","close topical match","590","301","/products/elite-6-0-hybrid-mont-blanc/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-select-blackbutt/","/product/eco-eco-elite-6mm-select-blackbutt/","close topical match","592","301","/products/elite-6-0-hybrid-select-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-select-spotted-gum/","/product/eco-eco-elite-6mm-select-spotted-gum/","close topical match","594","301","/products/elite-6-0-hybrid-select-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-silver-lake/","/product/eco-eco-elite-6mm-silver-lake/","close topical match","596","301","/products/elite-6-0-hybrid-silver-lake/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-elite-6mm-washed-blackbutt/","/product/eco-eco-elite-6mm-washed-blackbutt/","close topical match","598","301","/products/elite-6-0-hybrid-washed-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-grande-7-5mm-capri-7-5/","/product/eco-eco-grande-7-5mm-capri-7-5/","close topical match","600","301","/products/grande-7-5-hybrid-capri-7-5/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-grande-7-5mm-cream-7-5/","/product/eco-eco-grande-7-5mm-cream-7-5/","close topical match","602","301","/products/grande-7-5-hybrid-cream-7-5/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-grande-7-5mm-northen-spotted-gum-7-5/","/product/eco-eco-grande-7-5mm-northen-spotted-gum-7-5/","close topical match","604","301","/products/grande-7-5-hybrid-northen-spotted-gum-7-5/","true","301 redirect"
"https://oztimberfloor.com.au/product/eco-eco-grande-7-5mm-pacific-blackbutt-7-5/","/product/eco-eco-grande-7-5mm-pacific-blackbutt-7-5/","close topical match","606","301","/products/grande-7-5-hybrid-pacific-blackbutt-7-5/","true","301 redirect"
