old_url,old_path,classification,redirect_status,target,local_target_exists,chain
"https://oztimberfloor.com.au/products/topdeck-project-oak-vintage-mocha/","/products/topdeck-project-oak-vintage-mocha/","close topical match","301","/products/project-oak-vintage-mocha/","true","/products/topdeck-project-oak-vintage-mocha/ > /products/project-oak-vintage-mocha/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-whealdon-oak/","/products/topdeck-project-oak-whealdon-oak/","close topical match","301","/products/project-oak-whealdon-oak/","true","/products/topdeck-project-oak-whealdon-oak/ > /products/project-oak-whealdon-oak/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-winston-hill/","/products/topdeck-project-oak-winston-hill/","close topical match","301","/products/project-oak-winston-hill/","true","/products/topdeck-project-oak-winston-hill/ > /products/project-oak-winston-hill/"
"https://oztimberfloor.com.au/products/topdeck-raw-blackbutt/","/products/topdeck-raw-blackbutt/","close topical match","301","/products/pantora-lifestyle-raw-blackbutt/","true","/products/topdeck-raw-blackbutt/ > /products/pantora-lifestyle-raw-blackbutt/"
"https://oztimberfloor.com.au/products/topdeck-soft-pale-oak-1/","/products/topdeck-soft-pale-oak-1/","close topical match","301","/products/castel-nuovo-soft-pale-oak/","true","/products/topdeck-soft-pale-oak-1/ > /products/castel-nuovo-soft-pale-oak/"
"https://oztimberfloor.com.au/products/topdeck-soft-pale-oak/","/products/topdeck-soft-pale-oak/","close topical match","301","/products/cavallo-bianco-soft-pale-oak/","true","/products/topdeck-soft-pale-oak/ > /products/cavallo-bianco-soft-pale-oak/"
"https://oztimberfloor.com.au/products/topdeck-spotted-gum-136mm/","/products/topdeck-spotted-gum-136mm/","close topical match","301","/products/wooden-land-australian-species-136mm-spotted-gum-136mm/","true","/products/topdeck-spotted-gum-136mm/ > /products/wooden-land-australian-species-136mm-spotted-gum-136mm/"
"https://oztimberfloor.com.au/products/topdeck-spotted-gum-190mm/","/products/topdeck-spotted-gum-190mm/","close topical match","301","/products/wooden-land-australian-species-190mm-spotted-gum-190mm/","true","/products/topdeck-spotted-gum-190mm/ > /products/wooden-land-australian-species-190mm-spotted-gum-190mm/"
"https://oztimberfloor.com.au/products/topdeck-spotted-gum-2/","/products/topdeck-spotted-gum-2/","close topical match","301","/products/pantora-lifestyle-spotted-gum/","true","/products/topdeck-spotted-gum-2/ > /products/pantora-lifestyle-spotted-gum/"
"https://oztimberfloor.com.au/products/topdeck-spotted-gum-hb/","/products/topdeck-spotted-gum-hb/","close topical match","301","/products/wooden-land-herringbone-spotted-gum-herringbone/","true","/products/topdeck-spotted-gum-hb/ > /products/wooden-land-herringbone-spotted-gum-herringbone/"
"https://oztimberfloor.com.au/products/topdeck-storm-askada-grey-wash/","/products/topdeck-storm-askada-grey-wash/","close topical match","301","/products/storm-luxury-askada-grey-wash/","true","/products/topdeck-storm-askada-grey-wash/ > /products/storm-luxury-askada-grey-wash/"
